Bill,Flags,Title,Status,Veto,Date,Original Sponsor,Committee Sponsor,Companion Bills,Last Roll Call,Latest Committee Recommendation,Secondary Sponsor,Sponsor (combined),This Committee Recommendation
HB 1874,f,Adolescent behavioral health,H subst for,,3/11/19,Frame,,SB 5904(S Rules X),,,Eslick,Frame,
HB 1875,f,Ag. crop damage by wildlife,H Approps,,2/22/19,Eslick,,,,,Dent,Eslick,
HB 1876,f,Children's mental health,H Approps,,2/20/19,Frame,,SB 5903(S subst for),,,Eslick,Frame,
HB 1877,,Universal health care system,H HC/Wellness,,2/4/19,Macri,,SB 5822(S subst for),,,Frame,Macri,
HB 1878,,Small rural hospital payment,H Approps,,2/4/19,Chandler,,SB 5872(S Rules X),,,Morris,Chandler,
HB 1879,f,Rx drug utilization mngmt,H subst for,,3/8/19,Jinkins,,SB 5806(S Health & Long T),,,Cody,Jinkins,
HB 1880,,Problem gambling task force,H subst for,,3/11/19,Kloba,,SB 5818(S Labor & Commerc),,,Harris,Kloba,
HB 1881,f,Custom farming/tax exemption,H Finance,,2/4/19,Ybarra,,,,,Dent,Ybarra,
HB 1882,,Nurse licensure compact,H HC/Wellness,,2/4/19,Ryu,,SB 5460(S Health & Long),,,Caldier,Ryu,
HB 1883,,Child marriage,H Civil R & Judi,,2/4/19,Stanford,,,,,Reeves,Stanford,
HB 1884,,Election cert. & training,H State Govt & Tr,,2/4/19,Hudgins,,,,,,Hudgins,
HB 1885,,Election cert. & training,H State Govt & Tr,,2/4/19,Hudgins,,,,,,Hudgins,
HB 1886,,Voter discrimination,H Civil R & Judi,,2/4/19,Hudgins,,,,,Appleton,Hudgins,
HB 1887,,Election reconc. audit,H State Govt & Tr,,2/4/19,Hudgins,,,,,,Hudgins,
HB 1888,,Employee info. disclosure,H State Govt & T,,2/4/19,Hudgins,,,,,Valdez,Hudgins,
HB 1889,f,Water infrastructure program,H Cap Budget,,2/4/19,Dye,,SB 5136(S Ag/Water/Natur),,,Chapman,Dye,
HB 1890,fd#,State tax laws,H Finance,,2/4/19,Walen,,SB 5581(S subst for),,,Tarleton,Walen,
HB 1891,f,Career & tech. ed. resources,H Approps,,2/4/19,Paul,,,,,McCaslin,Paul,
HB 1892,f,Reduced-price lunch copays,H Approps,,2/4/19,Morgan,,,,,Santos,Morgan,
HB 1893,f,Postsecondary student assist,H subst for,,3/6/19,Entenman,,,,,Leavitt,Entenman,
HB 1894,f,Wildland fire advisory comm.,H Rules C,,3/21/19,Dent,,,,,Griffey,Dent,
HB 1895,f,Youth gang reduction pilot,H Approps,,2/4/19,Dent,,"SB 5945(S Human Svcs, Re)",,,Reeves,Dent,
HB 1896,f#,Sentencing scoring,H Rules C,,3/21/19,Morgan,,,,,Jinkins,Morgan,
HB 1897,f,Vehicle combinations,H Trans,,2/4/19,Doglio,,SB 5830(S Rules X),,,Irwin,Doglio,
HB 1898,,Dental only coverage,H HC/Wellness,,2/5/19,Cody,,,,,Caldier,Cody,
HB 1899,fd,"Tolling/I-405, SR 167 & 509",H Trans,,2/5/19,Fey,,SB 5825(S subst for),,,Wylie,Fey,
HB 1900,afd,Federal funding/family serv.,C 172 L 19,,4/29/19,Callan,,SB 5826(S Rules 3),94-0-0-4,,Dent,Callan,
HB 1901,fd,Safety belt exe/comm vehicle,C 173 L 19,,4/29/19,Lovick,,SB 5827(S Rules X),48-0-0-1,,Griffey,Lovick,
HB 1902,f,Single bill/health services,H Rules C,,3/21/19,Cody,,,,,Appleton,Cody,
HB 1903,f,Adult diploma program,H Coll & Wkf Dev,,2/5/19,Mead,,SB 5891(S Higher Ed & Wo),,,Van Werven,Mead,
HB 1904,,Theater seating requirements,H Commerce & Gam,,2/5/19,Young,,,,,Shewmake,Young,
HB 1905,,Theater licensees/screens,H Commerce & Gam,,2/5/19,Young,,,,,Irwin,Young,
HB 1906,,Dolores Huerta day,C 10 L 19,,3/21/19,Ortiz-Self,,SB 5868(S Rules X),44-0-1-4,,Valdez,Ortiz-Self,
HB 1907,f#,SUD treatment system,H subst for,,3/8/19,Davis,,,,,Appleton,Davis,
HB 1908,fd#,Electronic authentication,C 132 L 19,,4/24/19,Graham,,SB 5501(S Rules 3),47-0-0-2,,Walsh,Graham,
HB 1909,f,Industrial ins claim records,H subst for,,3/6/19,Graham,,SB 5844(S Rules X),,,Lovick,Graham,
HB 1910,,Special education funding,H Approps,,2/5/19,Pollet,,,,,Senn,Pollet,
HB 1911,,Pharmacy benefit managers,H HC/Wellness,,2/6/19,Schmick,,,,,DeBolt,Schmick,
EHB 1912,f#,Vol. firefighter pensions,H Rules 3C,,4/28/19,Blake,,SB 5829(S subst for),98-0-0-0,,Griffey,Blake,
HB 1913,f,Occup. disease presumption,C 133 L 19,,4/24/19,Doglio,,SB 5849(S Labor & Commer),47-0-0-2,,Sells,Doglio,
HB 1914,,Equity training/schools,H Education,,2/6/19,Doglio,,SB 5908(S EL/K-12),,,Dolan,Doglio,
HB 1915,fd,Child support services fee,H Rules R,,2/28/19,Kilduff,,,,,Gregerson,Kilduff,
HB 1916,fd,Child support services,H subst for,,3/1/19,Kilduff,,,,,Leavitt,Kilduff,
HB 1917,,Animal traps/airports,H subst for,,3/12/19,Peterson,,,,,Dent,Peterson,
HB 1918,f#,Community preservation auth.,Del to Gov,,4/26/19,Santos,,,45-0-0-4,,,Santos,
HB 1919,f#,Animal abuse,H subst for,,3/1/19,Mosbrucker,,,,,Appleton,Mosbrucker,
HB 1920,f#,Patient anxiety,H HC/Wellness,,2/6/19,Mosbrucker,,,,,Cody,Mosbrucker,
HB 1921,,Housing market,H Finance,,2/6/19,Frame,,,,,Macri,Frame,
HB 1922,,Minors/treatment admission,H H Svcs & Erly L,,2/6/19,Shea,,,,,McCaslin,Shea,
HB 1923,f#,Urban residential building,H subst for,,3/13/19,Fitzgibbon,,,,,Macri,Fitzgibbon,
HB 1924,f#,Voting rights/felony offense,H Rules R,,2/22/19,Dolan,,,,,Pettigrew,Dolan,
HB 1925,f,Adverse childhood exps.,H Approps,,2/22/19,Dolan,,,,,Doglio,Dolan,
HB 1926,f#,Delinquent prop. taxes/usury,H Finance,,2/6/19,Volz,,,,,Riccelli,Volz,
HB 1927,f,Opportunity scholarship prg,H Approps,,2/21/19,Slatter,,,,,Sells,Slatter,
HB 1928,f,Tacoma Narrows bridge tolls,H Trans,,2/6/19,Kilduff,,SB 5913(S Transportation),,,Leavitt,Kilduff,
HB 1929,f#,Animal fighting paraphern.,H Public Safety,,2/6/19,Lovick,,,,,Klippert,Lovick,
HB 1930,f#,Expression of breast milk,H subst for,,3/7/19,Doglio,,SB 5911(S Labor & Commer),,,Dolan,Doglio,
HB 1931,f,Health care work violence,H subst for,,3/6/19,Leavitt,,SB 5912(S Labor & Commer),,,Kilduff,Leavitt,
HB 1932,f#,Vapor products,H Commerce & Gam,,2/6/19,Pollet,,,,,Jinkins,Pollet,
HB 1933,,Cardiac diagnostic imaging,H HC/Wellness,,2/6/19,Slatter,,,,,Ryu,Slatter,
HB 1934,f#,Pistol license/armed forces,C 135 L 19,,4/24/19,Caldier,,,46-1-0-2,,Kilduff,Caldier,
HB 1935,f,"Dental assistants, etc.",H HC/Wellness,,2/6/19,Caldier,,SB 5833(S Health & Long),,,Cody,Caldier,
HB 1936,,Wineries/liquor sales,H Commerce & Gami,,2/6/19,Steele,,,,,,Steele,
HB 1937,f,Liquor lic. community events,H Commerce & Gam,,2/6/19,Steele,,,,,,Steele,
HB 1938,f#,Local infra. investment prg,H Rules R,,3/9/19,Steele,,,,,Barkis,Steele,
HB 1939,f,Homeless & at-risk veterans,H Approps,,2/21/19,Steele,,,,,Chapman,Steele,
HB 1940,f#,Wildland fire response/48 hr,H Approps,,2/22/19,Kretz,,,,,Blake,Kretz,
HB 1941,f#,Wildfires impact review,H Approps,,2/22/19,Kretz,,,,,Blake,Kretz,
HB 1942,f,Sexual assault nurse ed.,H Coll & Wkf Dev,,2/7/19,Mosbrucker,,,,,Wylie,Mosbrucker,
HB 1943,f,Educational staff associates,H Approps,,2/7/19,Santos,,,,,Sells,Santos,
HB 1944,f#,Use tax exemptions,H Finance,,2/7/19,Dent,,,,,Chapman,Dent,
HB 1945,f,Marijuana sales & sampling,H Commerce & Gam,,2/7/19,Kirby,,,,,Appleton,Kirby,
HB 1946,f,Community forests,H Approps,,2/22/19,Chapman,,SB 5873(S subst for),,,Maycumber,Chapman,
HB 1947,f,"Farmers markets/beer, etc.",H Commerce & Gam,,2/7/19,Corry,,,,,Stonier,Corry,
HB 1948,f#,Warehousing & manuf. jobs,H Rules R,,2/28/19,Entenman,,SB 5862(S Rules X),,,Stokesbary,Entenman,
HB 1949,,Firearm background checks,H subst for,,3/6/19,Hansen,,,,,Irwin,Hansen,
HB 1950,f,Free to finish college prg,H Coll & Wkf Dev,,2/7/19,Hansen,,,,,Springer,Hansen,
HB 1951,f,County road emergency loans,H Rules C,,3/21/19,Walsh,,SB 5923(C 157 L 19),,,Chapman,Walsh,
HB 1952,f,Building communities fund,H Rules 3C,,4/28/19,Ortiz-Self,,,86-11-0-1,,Kilduff,Ortiz-Self,
HB 1953,f,Sno-park recreation permits,H subst for,,3/7/19,Corry,,,,,Fitzgibbon,Corry,
HB 1954,,Therapists/reciprocity,H HC/Wellness,,2/7/19,Corry,,,,,Harris,Corry,
HB 1955,,PEBB & SEBB health premiums,H Approps,,2/7/19,Stokesbary,,,,,,Stokesbary,
HB 1956,,Transit auth. board members,H Trans,,2/7/19,Chambers,,,,,Barkis,Chambers,
HB 1957,,Park and ride lot use,H Trans,,2/7/19,Chambers,,,,,Barkis,Chambers,
HB 1958,f#,Wildland fires/aviation,H Approps,,2/22/19,Dye,,,,,Dent,Dye,
HB 1959,f#,Marijuana tax distribution,H Approps,,2/7/19,Dye,,,,,Dent,Dye,
HB 1960,f#,Call center relocation,H Labor & Workpl,,2/7/19,Stanford,,SB 5058(S Labor & Commer),,,Hudgins,Stanford,
HB 1961,,Freight transporters/L&I,H Labor & Workpla,,2/8/19,Gregerson,,,,,Klippert,Gregerson,
HB 1962,,Ballot return deadline,H State Govt & T,,2/8/19,Van Werven,,,,,Walsh,Van Werven,
HB 1963,f,Marijuana financial arrange.,H Approps,,2/22/19,MacEwen,,,,,,MacEwen,
HB 1964,f,DNR lease termination,H Approps,,2/22/19,Corry,,,,,Blake,Corry,
HB 1965,f,Workplace violations/qui tam,H Rules C,,3/21/19,Hansen,,,,,Stonier,Hansen,
HB 1966,f#,"Pedestrian, etc. safety",H subst for,,3/12/19,Kilduff,,SB 5723(S subst for),,,Goodman,Kilduff,
HB 1967,f,In-home provider licensing,H ConsPro&Bus,,2/8/19,Reeves,,,,,,Reeves,
HB 1968,,Contralateral mastectomy,H HC/Wellness,,2/8/19,Stonier,,SB 5345(S Health & Long),,,Appleton,Stonier,
HB 1969,,School choice scholarship,H Education,,2/8/19,Corry,,,,,Griffey,Corry,
HB 1970,,"Evidence reliability, crim.",H Public Safety,,2/8/19,Pellicciotti,,SB 5714(S subst for),,,Goodman,Pellicciotti,
HB 1971,f,Trafficking victims assist.,H Approps,,2/8/19,Pellicciotti,,SB 5164(S subst for),,,Appleton,Pellicciotti,
HB 1972,f#,Disabled veteran assist./tax,H Finance,,2/8/19,Kilduff,,,,,Leavitt,Kilduff,
HB 1973,,Dual enrollment scholarship,H subst for,,3/5/19,Paul,,,,,Pollet,Paul,
HB 1974,f,Cannabis commission,H Approps,,2/22/19,Shewmake,,,,,Blake,Shewmake,
HB 1975,f,Sports wagering/compacts,H Approps,,2/22/19,Pettigrew,,,,,Walsh,Pettigrew,
HB 1976,,Vaccine safety,H HC/Wellness,,2/8/19,DeBolt,,,,,Shea,DeBolt,
HB 1977,f,"Judicial assistants, etc.",H Rules R,,2/22/19,Morgan,,,,,Valdez,Morgan,
HB 1978,f,GMA gov. action assistance,H Env & Energy,,2/8/19,Maycumber,,,,,Walsh,Maycumber,
HB 1979,,Surface water flow levels,"H RDev, Ag&NR",,2/8/19,Maycumber,,,,,Dent,Maycumber,
HB 1980,f#,Federal tax lien recording,C 136 L 19,,4/24/19,Macri,,,46-0-0-3,,Ryu,Macri,
HB 1981,f#,Manufacturing w/ patent/tax,H Finance,,2/8/19,Maycumber,,,,,Chapman,Maycumber,
HB 1982,,Groundwater fees/low-income,"H Hous, Com Dev",,2/8/19,Maycumber,,,,,Walsh,Maycumber,
HB 1983,,Natural resource management,H Rules R,,2/22/19,Maycumber,,,,,Kretz,Maycumber,
HB 1984,,Ag competitiveness/emissions,H Env & Energy,,2/8/19,Maycumber,,,,,Walsh,Maycumber,
HB 1985,f,Ag/greenhouse emission rules,H Env & Energy,,2/8/19,Maycumber,,,,,Kretz,Maycumber,
HB 1986,f#,Electric bicycles/sales tax,H Finance,,2/11/19,Shewmake,,,,,Doglio,Shewmake,
HB 1987,f#,Construction services/taxes,H Finance,,2/11/19,Sullivan,,,,,Stokesbary,Sullivan,
HB 1988,,Spirits & wine pref. pricing,H Commerce & Gami,,2/11/19,Vick,,,,,,Vick,
HB 1989,f,Election training programs,H Approps,,2/22/19,Hudgins,,,,,Shea,Hudgins,
HB 1990,,Human embryo genome editing,"H Inn, Tech &  E",,2/11/19,Irwin,,,,,Slatter,Irwin,
HB 1991,f#,Digital license plates,H Rules R,,3/1/19,Lovick,,,,,Fey,Lovick,
HB 1992,,Sports wagering,H Commerce & Gami,,2/11/19,Schmick,,,,,,Schmick,
HB 1993,f,Military surplus vehicles,H Trans,,2/11/19,Shea,,SB 5417(S Rules X),,,Young,Shea,
HB 1994,f#,Significant transp. projects,H subst for,,3/12/19,Wylie,,SB 5847(S Rules X),,,Vick,Wylie,
HB 1995,f,Marijuana direct sales,H Commerce & Gam,,2/11/19,Dolan,,,,,Wylie,Dolan,
EHB 1996,af,San Juan license plate,C 177 L 19,,4/29/19,Lekanoff,,SB 5919(S subst for),94-0-0-4,,Shewmake,Lekanoff,
HB 1997,f#,Manufactured/mobile homes,H subst for,,3/28/19,Ryu,,,,,Pollet,Ryu,
HB 1998,,Higher ed. sexual violence,H subst for,,3/5/19,Pellicciotti,,,,,Leavitt,Pellicciotti,
HB 1999,f,Clean car standards & prog.,H Env & Energy,,2/11/19,Kloba,,SB 5811(S Rules 3),,,Macri,Kloba,
HB 2000,,Female genital mutilation,H Public Safety,,2/11/19,Kloba,,,,,Walen,Kloba,
HB 2001,,Native American scholarships,H Approps,,2/22/19,Hansen,,,,,Lekanoff,Hansen,
HB 2002,,Social work loan repayment,H Coll & Wkf Dev,,2/11/19,Ortiz-Self,,,,,Bergquist,Ortiz-Self,
HB 2003,,Remote technology/eye exams,H HC/Wellness,,2/11/19,Harris,,SB 5759(S Health & Long),,,Riccelli,Harris,
HB 2004,f,Low-income housing/prop. tax,H Rules C,,3/21/19,Doglio,,,,,Gregerson,Doglio,
HB 2005,,Manuf/mobile home comms/REET,H Finance,,2/11/19,Doglio,,,,,Gregerson,Doglio,
HB 2006,,Teaching cursive in schools,H Education,,2/11/19,Rude,,SB 5650(S EL/K-12),,,Leavitt,Rude,
HB 2007,,Local art/capital budget,H Cap Budget,,2/11/19,Maycumber,,,,,Chapman,Maycumber,
HB 2008,,Ballot security alt. methods,H Rules 3C,,4/28/19,Hudgins,,,94-2-0-2,,Gregerson,Hudgins,
EHB 2009,f,Environ. health disparities,H Rules 3C,,4/28/19,Reeves,,,88-10-0-0,,Lekanoff,Reeves,
HB 2010,,Housing tax credit program,H Rules R,,2/22/19,Gildon,,,,,Walsh,Gildon,
HB 2011,,Affordable housing account.,"H Hous, Com Dev",,2/11/19,Gildon,,,,,Walsh,Gildon,
HB 2012,,K-12 national cert. bonuses,H Rules C,,3/21/19,Boehnke,,SB 5821(S EL/K-12),,,Ramos,Boehnke,
HB 2013,f,Allied veteran emblems,H Rules C,,3/21/19,Van Werven,,,,,Ryu,Van Werven,
HB 2014,,Private higher ed. schools,H Coll & Wkf Dev,,2/12/19,Van Werven,,,,,Graham,Van Werven,
HB 2015,fd#,Library-archives building,H subst for,,4/9/19,Doglio,,SB 5902(S State Govt/Tri),,,DeBolt,Doglio,
HB 2016,f,Abandoned vehicle sale/tax,H Finance,,2/12/19,Kirby,,,,,Dent,Kirby,
HB 2017,f,Admin. law judge bargaining,H Approps,,2/22/19,Frame,,,,,Dolan,Frame,
HB 2018,,Harassment/legislature,H subst for,,3/7/19,Morgan,,,,,Jinkins,Morgan,
HB 2019,f#,Criminal justice agent info.,H Approps,,2/22/19,Klippert,,,,,Irwin,Klippert,
EHB 2020,a,Employment investigations,Del to Gov,,4/28/19,Dolan,,SB 5929(S State Govt/Tri),98-0-0-0,,Kretz,Dolan,
HB 2021,,RTA MVET administration,H Trans,,2/12/19,Chambers,,,,,Barkis,Chambers,
HB 2022,f#,Fish barrier removal funding,H Rules R,,2/28/19,Chambers,,,,,Fey,Chambers,
HB 2023,,School boards/bond training,H Cap Budget,,2/13/19,Sells,,,,,Tarleton,Sells,
HB 2024,f,Medicaid incentive payments,H subst for,,3/12/19,Robinson,,,,,Cody,Robinson,
HB 2025,,Industrial insurance options,H Labor & Workpl,,2/13/19,Corry,,,,,Hoff,Corry,
HB 2026,,Out-of-home care/relatives,H H Svcs & Erly,,2/13/19,Corry,,,,,McCaslin,Corry,
HB 2027,,"Suitable person/foster, etc.",H H Svcs & Erly,,2/13/19,Corry,,,,,Frame,Corry,
HB 2028,,Foster care assessments,H H Svcs & Erly,,2/13/19,Corry,,,,,McCaslin,Corry,
HB 2029,f,High poverty learning assist,H Approps,,2/13/19,Paul,,,,,Volz,Paul,
HB 2030,f#,Pure pharmacies/B&O tax,H Finance,,2/13/19,Doglio,,,,,,Doglio,
HB 2031,f,Foster parent case aides,H Rules C,,3/21/19,Frame,,SB 5096(S subst for),,,,Frame,
HB 2032,f,Convention cntrs tx deferral,H Rules R,,2/28/19,Tarleton,,,,,Morris,Tarleton,
HB 2033,f,Mandatory reporting of abuse,H Rules 3C,,4/28/19,Chambers,,,98-0-0-0,,Paul,Chambers,
HB 2034,,Extended foster care,H H Svcs & Erly,,2/13/19,Chambers,,,,,Van Werven,Chambers,
HB 2035,f,"In-state broadcasters, taxes",Del to Gov,,4/28/19,Lovick,,,47-0-1-1,,Frame,Lovick,
HB 2036,,Health system transparency,H HC/Wellness,,2/14/19,Macri,,,,,Ormsby,Macri,
HB 2037,f,DFW sergeants/interest arb.,H Rules C,,3/21/19,Sells,,,,,Pollet,Sells,
HB 2038,f,Pavement condition reporting,C 36 L 19,,4/17/19,Ramos,,,47-0-0-2,,Orcutt,Ramos,
HB 2039,f#,Transp. network companies,H Trans,,2/14/19,Springer,,SB 5926(S Transportation),,,Barkis,Springer,
HB 2040,f,Nonhigh school districts,H Rules 3C,,4/28/19,MacEwen,,,97-0-0-1,,,MacEwen,
HB 2041,,Video game industry T.O.,H Commerce & Gami,,2/14/19,Hudgins,,,,,Vick,Hudgins,
HB 2042,f#,Green transportation,H subst for,,4/23/19,Fey,,,,,Orcutt,Fey,
HB 2043,,Reentry council staff,H Public Safety,,2/14/19,Pettigrew,,,,,,Pettigrew,
HB 2044,#,Park district deannexation,H subst for,,3/4/19,Senn,,,,,Peterson,Senn,
HB 2045,,Interdistrict student trans.,H Education,,2/14/19,Kilduff,,,,,Leavitt,Kilduff,
HB 2046,f#,Consumer data,"H Inn, Tech &  E",,2/14/19,Kloba,,,,,Tarleton,Kloba,
HB 2047,fd,Carbon sequestration,H Rules C,,3/21/19,Ramos,,,,,Springer,Ramos,
HB 2048,f,Nursing home rates/inflation,H Approps,,2/14/19,Pettigrew,,,,,Schmick,Pettigrew,
HB 2049,,Commercial egg layers,H subst for,,3/8/19,Blake,,,,,,Blake,
HB 2050,f,Wine special license plates,H subst for,,3/13/19,Chambers,,,,,Cody,Chambers,
HB 2051,f#,Pension & disability boards,H Rules 3C,,4/28/19,Lovick,,SB 5920(S Rules X),96-0-0-2,,Chapman,Lovick,
HB 2052,af,Marijuana product testing,Del to Gov,,4/26/19,Stanford,,,96-0-0-2,,MacEwen,Stanford,
HB 2053,,Shipments of liquor,H Commerce & Gami,,2/14/19,Young,,,,,,Young,
HB 2054,,Behavioral health facilities,H HC/Wellness,,2/14/19,DeBolt,,,,,Tharinger,DeBolt,
HB 2055,,Elk management pilot project,"H RDev, Ag&NR",,2/14/19,Dent,,,,,Lekanoff,Dent,
HB 2056,,Sexual health education/info,H Education,,2/15/19,Shea,,,,,McCaslin,Shea,
HB 2057,,Ethics act/special privilege,H Rules R,,2/22/19,Harris,,,,,Ybarra,Harris,
HB 2058,f,Purple Heart license plates,C 139 L 19,,4/24/19,Callan,,,47-0-0-2,,Dufault,Callan,
HB 2059,,"CTC diversity, equity, etc.",H Coll & Wkf Dev,,2/15/19,Valdez,,,,,Bergquist,Valdez,
HB 2060,,Nonuniform voting practices,H State Govt & Tr,,2/15/19,Kraft,,,,,Walsh,Kraft,
HB 2061,f,Unused estate tax exclusion,H Finance,,2/15/19,Dolan,,,,,Ryu,Dolan,
HB 2062,f,Seattle Storm license plates,Del to Gov,,4/26/19,Slatter,,SB 5930(S Rules 3),43-1-0-5,,Senn,Slatter,
HB 2063,fd,DCYF/statewide system,H Rules R,,2/22/19,Senn,,SB 5955(S subst for),,,Leavitt,Senn,
HB 2064,f,Juvenile justice,H Approps,,2/22/19,Frame,,,,,Ortiz-Self,Frame,
HB 2065,f,LGBTQ commission,H State Govt & T,,2/15/19,Macri,,SB 5356(S subst for),,,Jinkins,Macri,
EHB 2066,f#,Driver's license restriction,H Rules 3C,,4/28/19,Davis,,,96-1-0-1,,Pellicciotti,Davis,
EHB 2067,af#,Vehicle & vessel owner info.,Del to Gov,,4/27/19,Davis,,,94-0-0-4,,Chambers,Davis,
HB 2068,f,Discounted toll rates,H Rules R,,3/1/19,Ortiz-Self,,,,,Kloba,Ortiz-Self,
HB 2069,,Utility service charges,H Rules C,,3/21/19,Dufault,,,,,Springer,Dufault,
HB 2070,fd,Vehicle lamp colors,H Rules C,,3/21/19,Lovick,,ESB 5937(Del to Gov),,,Dent,Lovick,
HB 2071,,Retail car rental definition,H Finance,,2/18/19,Reeves,,SB 5927(S Ways & Means),,,Fey,Reeves,
HB 2072,f#,County treasurer contracting,C 20 L 19,,4/8/19,Volz,,,46-0-0-3,,Senn,Volz,
HB 2073,f,Learning assistance program,H Approps,,2/18/19,Volz,,,,,Paul,Volz,
HB 2074,fd,Livestock inspection,H Rules C,,4/26/19,Blake,,SB 5956(S Ag/Water/Natur),,,Chandler,Blake,
HB 2075,fd#,Livestock brand inspections,H Rules 3C,,4/28/19,Chandler,,SB 5967(S Ag/Water/Natur),89-7-0-2,,Ormsby,Chandler,
HB 2076,,Marijuana traceability audit,H Commerce & Gami,,2/18/19,Klippert,,,,,,Klippert,
HB 2077,,Birth centers,H HC/Wellness,,2/18/19,Stonier,,SB 5256(S Health & Long),,,Wylie,Stonier,
HB 2078,f#,Volunteer first responders,H Local Govt,,2/18/19,Klippert,,,,,,Klippert,
HB 2079,,Industrial symbioses,H Env & Energy,,2/18/19,Doglio,,SB 5936(S subst for),,,,Doglio,
HB 2080,,Solitary confinement,H Public Safety,,2/18/19,Peterson,,,,,Davis,Peterson,
HB 2081,,Behavioral health workforce,H Approps,,2/18/19,Jinkins,,,,,Frame,Jinkins,
HB 2082,,Riparian agroforestry,H Coll & Wkf Dev,,2/18/19,Walsh,,,,,Chandler,Walsh,
HB 2083,d,Budgeting/servs for children,H Approps,,2/18/19,Davis,,SB 5942(S Ways & Means),,,Frame,Davis,
HB 2084,,Prototypical school funding,H Approps,,2/18/19,Ortiz-Self,,,,,Frame,Ortiz-Self,
HB 2085,f,Mt. St. Helens license plate,H Rules 3C,,4/28/19,Orcutt,,,95-0-0-3,,Blake,Orcutt,
HB 2086,,Leased land/property tax ex.,H Finance,,2/18/19,Orcutt,,,,,Ryu,Orcutt,
HB 2087,f#,Retired farmers/prop. tax,H Finance,,2/18/19,Kraft,,,,,Chapman,Kraft,
HB 2088,,"Indecent exposure, crime of",H Public Safety,,2/18/19,Kraft,,,,,Mosbrucker,Kraft,
HB 2089,,Higher ed. transparency,H Coll & Wkf Dev,,2/18/19,Kraft,,,,,Van Werven,Kraft,
HB 2090,,Balanced budget/vetoes,H Approps,,2/18/19,Kraft,,,,,Stokesbary,Kraft,
HB 2091,,Community dev. authority,"H Hous, Com Dev",,2/18/19,Pettigrew,,,,,Frame,Pettigrew,
HB 2092,,Huckleberry buyers/records,"H RDev, Ag&NR",,2/18/19,Mosbrucker,,,,,Chapman,Mosbrucker,
HB 2093,,Small business rights,H State Govt & T,,2/19/19,Barkis,,SB 5948(S Ways & Means),,,Chapman,Barkis,
HB 2094,,Early learning providers,H H Svcs & Erly,,2/19/19,McCaslin,,,,,Hoff,McCaslin,
HB 2095,,Sustainable farms and fields,"H RDev, Ag&NR",,2/19/19,Walsh,,SB 5947(S subst for),,,Shewmake,Walsh,
HB 2096,f,ESD health benefits,H Approps,,2/19/19,Bergquist,,,,,Stonier,Bergquist,
HB 2097,f#,Statewide wolf recovery,H subst for,,3/11/19,Kretz,,,,,Chapman,Kretz,
HB 2098,,"Cigarettes, illegal business",H Commerce & Gami,,2/19/19,Shea,,,,,Goodman,Shea,
HB 2099,,Invol. treatment/video tech.,H Rules C,,3/21/19,Irwin,,,,,Jinkins,Irwin,
HB 2100,f#,Small city business licenses,H Finance,,2/20/19,Dufault,,,,,Reeves,Dufault,
HB 2101,f,Kinship care,H Approps,,2/20/19,Pettigrew,,"SB 5860(S Human Svcs, Re)",,,Frame,Pettigrew,
HB 2102,,Prof. licenses/new residents,H ConsPro&Bus,,2/20/19,Vick,,,,,Hoff,Vick,
HB 2103,,Firearms regulations,H Civil R & Judi,,2/20/19,Shea,,,,,Blake,Shea,
HB 2104,,International medical grads,H HC/Wellness,,2/21/19,Entenman,,SB 5846(S subst for),,,Pollet,Entenman,
HB 2105,,Public records/legislature,H State Govt & T,,2/21/19,Pellicciotti,,,,,Kilduff,Pellicciotti,
HB 2106,,Property tax res. value cap,H Finance,,2/21/19,Sutherland,,,,,,Sutherland,
HB 2107,,Employer vehicle searches,H Labor & Workpl,,2/21/19,Blake,,,,,Walsh,Blake,
HB 2108,f,K-3 class sizes/funding,H subst for,,3/5/19,Callan,,,,,Stonier,Callan,
HB 2109,,Chehalis board membership,"H RDev, Ag&NR",,2/22/19,Blake,,,,,,Blake,
HB 2110,f#,Affordable workforce housing,H Rules 3C,,4/28/19,Ryu,,,59-39-0-0,,Santos,Ryu,
HB 2111,fd#,Ballot return by fax & email,H State Govt & T,,2/22/19,Boehnke,,,,,Tarleton,Boehnke,
HB 2112,,Safe injection sites,H HC/Wellness,,2/22/19,Chambers,,,,,Stokesbary,Chambers,
HB 2113,f#,Spokane river tox task force,H Env & Energy,,2/22/19,Riccelli,,,,,Ormsby,Riccelli,
HB 2114,,Single bed cert. transfer,H HC/Wellness,,2/22/19,Young,,,,,Cody,Young,
HB 2115,,Public records/legislature,H State Govt & T,,2/22/19,Walsh,,,,,Stokesbary,Walsh,
HB 2116,,Institutional education,H Education,,2/22/19,Callan,,,,,Eslick,Callan,
HB 2117,f,State tax structure,H Rules C,,3/21/19,Frame,,SB 5973(S Ways & Means),,,Tarleton,Frame,
HB 2118,,Unemp. insurance/misconduct,H Labor & Workpla,,2/22/19,Shea,,SB 5964(S Labor & Commerc),,,McCaslin,Shea,
HB 2119,fd#,State forestland moneys,Del to Gov,,4/26/19,Morris,,SB 5975(S Ways & Means),42-6-0-1,,Lekanoff,Morris,
HB 2120,,Lenin statue replacement,H State Govt & T,,2/25/19,Vick,,,,,Shea,Vick,
HB 2121,f,Forest products B&O tax rate,H Rules R,,3/9/19,Chapman,,,,,Maycumber,Chapman,
